"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPB80714328523","Male","C10012","A","C","4",5100,"B012","G","Y","S133","B",0,50000,3,"10",28,2,89,28,2,"Monday",72.6465753424658
"APPC70930661604","Male","C10037","B","A","4",1750,"B003","G","Y","S133","B",0,10000,5,"2",18,7,74,18,7,"Monday",58.0191780821918
"APPG40284539014","Male","C10005","A","A","4",5000,"B002","P","Y","S122","B",0,1e+05,5,"10",2,4,89,2,4,"Monday",72.7369863013699
"APPH90708329147","Male","C10002","A","A","4",3000,"B010","G","Y","S133","B",1000,41000,5,"7",29,2,92,29,2,"Monday",75.6493150684932
"APPO20740809844","Female","C10002","A","A","4",7500,"B001","P","Y","S122","B",0,30000,2,"10",1,6,89,1,6,"Monday",72.9013698630137
"APPS30638996231","Male","C10011","B","A","4",2680,"B004","P","Y","S133","B",450,20000,3,"10",28,10,88,28,10,"Monday",72.3095890410959
"APPD40867825318","Male","C10002","A","A","4",3300,"B005","P","Y","S133","B",0,20000,5,"7",5,9,77,5,9,"Monday",61.1561643835616
"APPR30468688736","Male","C10006","A","B","4",4800,"B009","G","Y","S161","B",0,1e+05,5,"10",9,1,87,9,1,"Monday",70.5068493150685
"APPT20468833937","Male","C10217","C","B","4",1675,"B001","P","Y","S133","B",0,19000,2,"2",1,11,85,1,11,"Monday",69.3178082191781
"APPU70967982017","Male","C10002","A","A","1",10000,"B002","P","Y","S133","B",0,10000,1,"10",25,4,75,25,4,"Monday",58.7890410958904
"APPA10491577633","Male","C10002","A","A","4",10900,"B001","P","Y","S133","B",4000,1e+05,5,"10",19,9,88,19,9,"Monday",72.2027397260274
"APPM50554692839","Male","C10002","A","A","4",2000,"","","Y","S133","B",300,30000,5,"4",27,5,87,27,5,"Monday",70.8849315068493
"APPP80128814125","Male","C10017","B","B","4",3200,"B003","G","Y","S143","C",0,49000,5,"4",15,11,86,15,11,"Monday",70.3561643835616
"APPR90936677326","Male","C10548","C","A","4",4000,"B008","G","Y","S133","B",800,20000,3,"7",23,3,82,23,3,"Monday",65.7041095890411
"APPS60356992405","Male","C10047","B","A","4",2500,"B003","G","Y","S156","B",600,30000,3,"7",12,4,87,12,4,"Monday",70.7616438356164
"APPV10578616729","Male","C10277","C","A","4",30000,"B039","G","Y","S161","B",300,30000,5,"10",18,12,75,18,12,"Monday",59.4383561643836
"APPD60425589527","Male","C10187","C","A","4",2000,"B034","G","Y","S133","B",0,45000,5,"4",3,3,86,3,3,"Monday",69.6520547945206
"APPI30024956013","Male","C10148","C","C","4",1000,"B002","P","Y","S133","B",400,10000,5,"0",1,8,94,1,8,"Monday",78.0712328767123
"APPJ30614799102","Male","C10016","B","A","4",1600,"","","Y","S151","B",0,10000,2,"2",27,12,82,27,12,"Monday",66.4684931506849
"APPM40558142424","Male","C10001","A","B","3",8200,"B002","P","Y","S133","B",1900,30000,5,"10",5,8,79,5,8,"Monday",63.0712328767123
"APPN40513047509","Male","C10006","A","A","4",1750,"B002","P","Y","S133","C",0,39000,5,"2",1,8,83,1,8,"Monday",67.0630136986301
"APPP40859954749","Male","C10002","A","A","4",10000,"B026","P","Y","S133","B",2350,50000,3,"10",16,6,86,16,6,"Monday",69.9397260273973
"APPR20908651925","Male","C10004","A","B","4",3464.4,"B001","P","Y","S143","B",1202,30000,3,"7",15,5,89,15,5,"Monday",72.8547945205479
"APPS90389227041","Male","C10001","A","B","4",2900,"B002","P","Y","S133","B",700,30000,5,"7",11,4,88,11,4,"Monday",71.7616438356164
"APPT10386452134","Male","C10012","A","B","4",1450,"B001","P","Y","S133","B",0,10000,2,"2",25,2,91,25,2,"Monday",74.6383561643836
"APPU20418798247","Male","C10028","C","A","4",7000,"B001","P","Y","S133","B",0,30000,5,"10",8,3,59,8,3,"Monday",42.6465753424658
"APPW70992423445","Male","C10045","C","C","4",3000,"B003","G","Y","S133","B",0,30000,4,"7",14,9,80,14,9,"Monday",64.1835616438356
"APPZ80768402704","Male","C10005","A","A","4",5000,"B004","P","Y","S133","B",1500,20000,1,"10",2,11,77,2,11,"Monday",61.3150684931507
"APPA80176913811","Male","C10001","A","A","4",3400,"B001","P","Y","S137","B",1150,46000,5,"7",23,1,86,23,1,"Monday",69.5452054794521
"APPC30473709023","Male","C10001","A","B","4",16000,"B001","P","Y","S143","B",481.1,10000,3,"10",10,6,80,10,6,"Monday",63.9205479452055
"APPE80805914235","Male","C10008","A","B","4",1800,"B001","P","Y","S133","C",0,42000,5,"2",23,11,84,23,11,"Monday",68.3780821917808
"APPG30139059442","Male","C10003","A","A","4",6700,"B016","G","Y","S133","C",0,116000,5,"7",13,12,89,13,12,"Monday",73.4356164383562
"APPJ60023537737","Male","C10008","A","B","4",3000,"B006","P","Y","S133","B",0,15000,2,"10",22,7,88,22,7,"Monday",72.041095890411
"APPL90333897934","Male","C10012","A","C","1",2100,"B002","P","Y","S133","B",0,58000,5,"4",22,12,87,22,12,"Monday",71.4575342465753
"APPR80846814534","Male","C10003","A","A","4",2000,"B001","P","Y","S151","B",0,30000,4,"4",28,12,88,28,12,"Monday",72.4767123287671
"APPS30346432647","Male","C10010","A","C","4",3400,"B007","G","Y","S133","C",0,47000,4,"7",27,6,88,27,6,"Monday",71.972602739726
"APPE20559215811","Male","C10004","A","C","1",7500,"B001","P","Y","S133","C",0,120000,5,"7",11,7,86,11,7,"Monday",70.0082191780822
"APPH60670558109","Male","C10021","B","C","2",1530.8,"B021","P","Y","S133","C",0,34000,5,"2",17,10,80,17,10,"Monday",64.2739726027397
"APPJ90577268342","Male","C10008","A","A","4",2800,"B003","G","Y","S133","C",0,42000,5,"4",17,12,84,17,12,"Monday",68.4438356164383
"APPN50936217701","Male","C10006","A","C","4",5000,"B003","G","Y","S133","B",1500,30000,5,"10",15,6,86,15,6,"Monday",69.9369863013699
"APPO30982469845","Male","C10006","A","B","4",2500,"B002","P","Y","S133","B",0,40000,5,"10",15,10,90,15,10,"Monday",74.2739726027397
"APPQ30339237018","Male","C10002","A","C","4",2500,"B002","P","Y","S133","B",0,10000,1,"10",2,4,94,2,4,"Monday",77.7397260273973
"APPV90380325505","Male","C10001","A","A","4",2260,"B003","G","Y","S133","C",0,33000,5,"4",23,12,87,23,12,"Monday",71.4602739726027
"APPW80597997627","Male","C10001","A","B","4",3400,"B004","P","Y","S133","B",0,30000,5,"7",26,12,83,26,12,"Monday",67.4657534246575
"APPC70779641218","Male","C10023","B","A","4",2000,"B002","P","Y","S122","C",0,29000,5,"4",7,3,84,7,3,"Monday",67.6630136986301
"APPD70928673324","Male","C10003","A","B","4",2000,"","","Y","S133","B",0,10000,3,"4",17,5,94,17,5,"Monday",77.8630136986301
"APPI70368637802","Male","C10002","A","A","4",10000,"B026","P","Y","S133","B",3000,1e+05,3,"10",15,7,82,15,7,"Tuesday",66.013698630137
"APPK20677167012","Male","C10004","A","A","5",4400,"B011","P","Y","S133","B",0,30000,3,"10",30,4,85,30,4,"Monday",68.8109589041096
"APPL60303195137","Male","C10041","C","C","4",3500,"B010","G","Y","S133","B",0,41000,3,"7",11,7,73,11,7,"Monday",57
"APPQ20755507642","Male","C10199","C","A","4",7000,"B020","G","Y","S133","B",2000,50000,3,"10",26,11,80,26,11,"Monday",64.3835616438356
"APPR20840302748","Male","C10002","A","C","3",2500,"B002","P","Y","S133","B",0,50000,5,"10",11,5,86,11,5,"Monday",69.841095890411
"APPU10326559004","Male","C10091","B","A","4",2500,"B008","G","Y","S133","B",0,20000,5,"7",23,7,79,23,7,"Monday",63.0356164383562
"APPV10507607126","Male","C10001","A","B","4",4500,"B002","P","Y","S133","B",0,50000,3,"10",16,9,83,16,9,"Monday",67.1890410958904
"APPY20694149419","Male","C10386","B","A","4",2500,"B003","G","Y","S133","B",0,66000,5,"7",7,3,86,7,3,"Monday",69.6630136986301
"APPC80489411817","Male","C10126","C","A","4",2700,"B002","P","Y","S133","B",670,20000,3,"7",10,7,89,10,7,"Monday",73.0082191780822
"APPD50911955933","Male","C10010","A","A","4",2310,"B001","P","Y","S122","B",680,13000,2,"4",24,4,88,24,4,"Monday",71.7972602739726
"APPF80714776128","Male","C10005","A","B","4",2300,"B001","P","Y","S133","B",0,20000,5,"4",16,3,89,16,3,"Monday",72.6904109589041
"APPI30649761443","Male","C10003","A","A","4",3000,"","","Y","S133","B",0,22000,1,"7",27,3,95,27,3,"Monday",78.7232876712329
"APPJ70922757505","Male","C10047","B","A","4",1600,"B009","G","Y","S133","C",0,36000,5,"2",9,11,89,9,11,"Monday",73.3424657534247
"APPQ40768166216","Male","C10004","A","C","4",2600,"B011","P","Y","S151","C",0,39000,5,"4",6,7,77,6,7,"Tuesday",60.986301369863
"APPS20865326404","Male","C10002","A","B","4",4500,"B001","P","Y","S133","C",0,55000,3,"10",19,7,88,19,7,"Tuesday",72.0301369863014
"APPV10283817716","Male","C10007","A","C","1",2600,"B005","P","Y","S151","C",0,42000,5,"7",7,5,87,7,5,"Tuesday",70.827397260274
"APPX90550654922","Male","C10012","A","A","4",1900,"B002","P","Y","S122","C",0,43000,5,"2",30,7,92,30,7,"Tuesday",76.0630136986301
"APPZ40071756126","Male","C10001","A","A","1",3300,"B003","G","Y","S133","C",0,51000,5,"4",25,12,89,25,12,"Tuesday",73.4657534246575
"APPA10738882249","Male","C10001","A","A","4",3000,"B011","P","Y","S143","C",0,45000,5,"4",12,8,91,12,8,"Tuesday",75.0958904109589
"APPJ20941981116","Male","C10017","B","A","4",7500,"B001","P","Y","S133","B",0,50000,5,"10",23,5,76,23,5,"Tuesday",59.8657534246575
"APPR30920532945","Male","C10004","A","C","4",6500,"B003","G","Y","S122","B",1128.5,80000,4,"10",10,5,87,10,5,"Tuesday",70.8356164383562
"APPT10099648123","Male","C10004","A","C","4",6500,"B003","G","Y","S122","B",1128.5,80000,5,"10",10,5,87,10,5,"Tuesday",70.8356164383562
"APPU10421952201","Male","C10004","A","C","4",2150,"B002","P","Y","S159","B",600,19000,3,"4",14,12,88,14,12,"Tuesday",72.4356164383562
"APPA70451139835","Male","C10007","A","C","4",1500,"B002","P","Y","S159","C",0,33000,5,"2",5,7,88,5,7,"Tuesday",71.9917808219178
"APPB50009557906","Male","C10026","C","A","4",2600,"B028","P","Y","S159","C",0,39000,5,"4",16,6,82,16,6,"Tuesday",65.9342465753425
"APPC10396302014","Male","C10004","A","B","3",6800,"B003","G","Y","S133","B",1400,18000,5,"10",21,9,84,21,9,"Tuesday",68.2027397260274
"APPH50890067522","Male","C10001","A","C","4",2150,"B002","P","Y","S133","C",0,31000,5,"4",12,3,89,12,3,"Tuesday",72.6767123287671
"APPJ70780299708","Male","C10696","C","B","4",2500,"B004","P","Y","S133","B",0,20000,2,"7",15,5,89,15,5,"Tuesday",72.8520547945206
"APPP90625125332","Male","C10003","A","A","4",2100,"B006","P","Y","S159","B",500,20000,3,"4",3,9,71,3,9,"Tuesday",55.1424657534247
"APPX30329751104","Male","C10131","C","A","4",2000,"B003","G","Y","S143","B",300,30000,5,"4",13,1,92,13,1,"Tuesday",75.5178082191781
"APPC50841976635","Male","C10004","A","B","4",1940,"B002","P","Y","S122","B",0,30000,3,"2",4,10,90,4,10,"Tuesday",74.241095890411
"APPE40246272839","Male","C10001","A","A","4",5000,"B008","G","Y","S133","C",0,82000,5,"7",8,4,67,8,4,"Tuesday",50.7342465753425
"APPF50065383907","Male","C10022","B","C","4",3600,"B001","P","Y","S159","C",0,58000,5,"10",23,7,89,23,7,"Tuesday",73.041095890411
"APPH80057772111","Male","C10003","A","C","4",4000,"B004","P","Y","S133","B",100,40000,5,"10",21,10,86,21,10,"Tuesday",70.2849315068493
"APPI50602791233","Male","C10009","B","A","4",1620,"B027","G","Y","S159","C",0,36000,5,"2",19,4,93,19,4,"Tuesday",76.7835616438356
"APPY10966912822","Male","C10001","A","A","4",2000,"B002","P","Y","S133","C",0,29000,5,"4",5,5,91,5,5,"Tuesday",74.8246575342466
"APPB50355768139","Male","C10004","A","A","4",4700,"B002","P","Y","S133","B",0,15000,2,"10",3,9,89,3,9,"Tuesday",73.1561643835616
"APPE10241023432","Male","C10008","A","C","4",1503.5,"B004","P","Y","S143","C",0,34000,5,"2",22,5,90,22,5,"Tuesday",73.8712328767123
"APPG80626567612","Male","C10005","A","C","3",3000,"B002","P","Y","S133","B",0,72000,5,"10",29,3,88,29,3,"Tuesday",71.7232876712329
"APPJ30158321908","Male","C10001","A","C","4",1950,"B006","P","Y","S133","C",0,45000,5,"2",6,5,84,6,5,"Tuesday",67.8246575342466
"APPW80788327236","Male","C10008","A","A","4",3800,"B004","P","Y","S133","B",0,1e+05,5,"10",23,4,91,23,4,"Tuesday",74.7917808219178
"APPZ50296494534","Male","C10118","C","A","1",3000,"B003","G","Y","S151","B",0,79000,5,"7",16,7,78,16,7,"Tuesday",62.013698630137
"APPI30802604427","Male","C10002","A","A","4",2153.2,"B004","P","Y","S122","C",0,31000,5,"4",15,6,67,15,6,"Tuesday",50.9205479452055
"APPL20526141727","Male","C10001","A","A","4",8800,"B005","P","Y","S133","B",0,1e+05,5,"10",23,1,92,23,1,"Tuesday",75.5452054794521
"APPN80152424921","Male","C10003","A","C","4",8000,"B021","P","Y","S122","B",1250,1e+05,5,"10",20,10,83,20,10,"Tuesday",67.2794520547945
"APPS60886002407","Male","C10001","A","B","3",4500,"B001","P","Y","S122","B",0,50000,5,"10",11,2,87,11,2,"Tuesday",70.5945205479452
"APPU20749102624","Male","C10211","C","A","4",2500,"B008","G","Y","S133","B",500,10000,1,"7",7,2,86,7,2,"Tuesday",69.5835616438356
"APPV90592792741","Male","C10001","A","B","4",9000,"B005","P","Y","S133","B",3400,119000,5,"10",17,4,85,17,4,"Tuesday",68.772602739726
"APPZ60865894127","Male","C10007","A","C","1",10000,"B004","P","Y","S143","B",4000,20000,2,"10",24,9,78,24,9,"Tuesday",62.2054794520548
"APPF60380654722","Female","C10001","A","A","4",3500,"B010","G","Y","S133","B",0,92000,5,"7",30,6,86,30,6,"Tuesday",69.9753424657534
"APPI30501485035","Male","C10024","A","B","4",3600,"B016","G","Y","S133","C",0,58000,5,"4",8,9,88,8,9,"Tuesday",72.1698630136986
"APPK10956382203","Male","C10002","A","A","4",6000,"B001","P","Y","S122","B",0,70000,5,"10",5,12,87,5,12,"Tuesday",71.4082191780822
"APPL10282929335","Male","C10005","A","C","4",3100,"B040","P","Y","S133","B",0,20000,5,"10",1,8,76,1,8,"Tuesday",60.0575342465753
"APPR60427219905","Male","C10001","A","A","4",2750,"B004","P","Y","S133","C",0,41000,5,"4",15,12,89,15,12,"Tuesday",73.4383561643836
"APPS40130922026","Male","C10111","C","B","4",2500,"B003","G","Y","S133","B",0,40000,5,"7",14,7,80,14,7,"Tuesday",64.0109589041096
"APPV80984727329","Male","C10032","C","A","4",2143.3,"B003","G","Y","S133","B",0,10000,1,"4",21,5,83,21,5,"Tuesday",66.8630136986301
"APPF50499341333","Male","C10002","A","B","4",5700,"B002","P","Y","S122","C",0,72000,3,"7",29,1,85,29,1,"Tuesday",68.558904109589
"APPJ10495164739","Male","C10004","A","B","4",10000,"B001","P","Y","S122","B",2811.9,50000,5,"10",9,9,78,9,9,"Tuesday",62.1643835616438
"APPR40900485544","Female","C10011","B","A","4",6500,"B004","P","Y","S133","B",0,30000,1,"10",10,4,86,10,4,"Tuesday",69.7534246575343
"APPT60275039705","Male","C10007","A","A","4",2300,"B004","P","Y","S133","C",0,33000,5,"4",3,4,91,3,4,"Tuesday",74.7369863013699
"APPV80535165916","Female","C10008","A","A","4",2700,"B008","G","Y","S133","B",0,50000,3,"7",10,1,82,10,1,"Tuesday",65.5041095890411
"APPX40806187102","Male","C10001","A","B","4",2595,"B006","P","Y","S127","B",0,20000,5,"7",18,9,89,18,9,"Tuesday",73.1972602739726
"APPY90763671209","Male","C10001","A","A","4",2950,"B001","P","Y","S137","B",950,42000,5,"7",25,10,85,25,10,"Tuesday",69.2958904109589
"APPC60912979624","Male","C10001","A","A","1",2000,"B004","P","Y","S133","C",0,29000,5,"4",19,4,95,19,4,"Tuesday",78.7835616438356
"APPE60213839839","Male","C10001","A","A","4",4100,"B001","P","Y","S137","B",0,1e+05,5,"10",28,1,86,28,1,"Tuesday",69.5561643835617
"APPK70066903441","Male","C10001","A","A","4",6300,"B008","G","Y","S133","B",0,166000,5,"10",6,10,86,6,10,"Tuesday",70.2438356164384
"APPP30370266923","Male","C10005","A","A","4",5300,"B004","P","Y","S133","C",0,92000,5,"10",20,7,67,20,7,"Tuesday",51.0164383561644
"APPT30316928328","Male","C10027","A","C","4",1785,"B004","P","Y","S133","B",0,10000,2,"2",14,8,92,14,8,"Tuesday",76.1041095890411
"APPV40828287526","Male","C10002","A","A","4",5000,"B026","P","Y","S133","C",0,88000,5,"10",12,1,80,12,1,"Tuesday",63.5068493150685
"APPW20130895647","Male","C10004","A","B","4",13000,"B031","G","Y","S133","B",500,1e+05,5,"10",16,4,83,16,4,"Tuesday",66.7671232876712
"APPC10253235236","Male","C10006","A","A","4",4200,"B006","P","Y","S159","C",0,69000,5,"7",14,9,79,14,9,"Tuesday",63.1780821917808
"APPD20720192318","Male","C10024","A","B","4",6200,"","","Y","S133","C",0,108000,5,"7",19,8,81,19,8,"Tuesday",65.1095890410959
"APPE40545581434","Male","C10001","A","A","4",3500,"B002","P","Y","S137","B",1000,54000,5,"7",22,9,85,22,9,"Tuesday",69.2054794520548
"APPP70778803502","Male","C10003","A","C","4",20000,"B003","G","Y","S133","B",6500,1e+05,5,"10",3,3,78,3,3,"Tuesday",61.6438356164384
"APPT10494613931","Male","C10001","A","A","4",4700,"B026","P","Y","S133","B",0,30000,5,"10",4,9,81,4,9,"Tuesday",65.1534246575342
"APPW30808638217","Male","C10001","A","A","4",3250,"B001","P","Y","S137","B",1150,42000,5,"7",19,2,85,19,2,"Tuesday",68.6164383561644
"APPZ80183906546","Male","C10002","A","A","4",4200,"B029","G","Y","S133","C",0,69000,5,"7",29,5,85,29,5,"Tuesday",68.8876712328767
"APPB40547803724","Female","C10002","A","A","4",1879.3,"B004","P","Y","S122","B",0,35000,4,"2",7,1,89,7,1,"Tuesday",72.5013698630137
"APPC20694842812","Male","C10003","A","A","4",2750,"B042","G","Y","S133","B",0,72000,5,"7",17,9,66,17,9,"Tuesday",50.1780821917808
"APPF40050289145","Male","C10002","A","B","4",5200,"B001","P","Y","S133","B",0,10000,1,"10",28,8,89,28,8,"Tuesday",73.1397260273973
"APPH20812337306","Male","C10003","A","C","4",4750,"B002","P","Y","S133","C",0,74000,4,"10",29,10,84,29,10,"Tuesday",68.3068493150685
"APPV10803682723","Male","C10003","A","C","4",7000,"B003","G","Y","S133","B",0,1e+05,5,"10",25,7,85,25,7,"Tuesday",69.0438356164384
"APPK90517483247","Male","C10003","A","C","4",5000,"B007","G","Y","S133","B",750,70000,5,"10",5,7,71,5,7,"Tuesday",54.9780821917808
"APPQ60993965829","Male","C10005","A","B","4",3000,"B011","P","Y","S133","B",0,20000,3,"7",5,8,87,5,8,"Tuesday",71.0739726027397
"APPE20310963206","Male","C10007","A","C","4",3686.8,"B001","P","Y","S133","B",1215.9,43000,4,"10",15,2,89,15,2,"Tuesday",72.6082191780822
"APPI40991522643","Male","C10002","A","A","4",2100,"B012","G","Y","S127","C",0,30000,5,"4",26,7,89,26,7,"Tuesday",73.0493150684931
"APPP30740936303","Male","C10082","C","A","4",2160,"","","Y","S143","B",0,20000,3,"4",20,8,87,20,8,"Tuesday",71.1150684931507
"APPV70830266907","Male","C10008","A","C","4",1774.7,"B013","G","Y","S133","C",0,40000,5,"2",7,3,79,7,3,"Tuesday",62.6547945205479
"APPX40883529136","Male","C10004","A","A","4",6050,"B007","G","Y","S133","B",0,20000,5,"10",22,12,85,22,12,"Tuesday",69.4547945205479
"APPI10501818243","Male","C10005","A","A","3",2100,"B002","P","Y","S143","C",0,40000,5,"4",30,12,91,30,12,"Tuesday",75.4794520547945
"APPJ40969311305","Female","C10005","A","A","1",3000,"B002","P","Y","S133","B",670,10000,3,"10",1,6,93,1,6,"Tuesday",76.9013698630137
"APPK10473572444","Male","C10028","C","B","4",2200,"B008","G","Y","S134","B",0,20000,3,"4",24,4,82,24,4,"Tuesday",65.7890410958904
"APPN20949502721","Male","C10002","A","A","4",3600,"B003","G","Y","S133","B",0,30000,3,"7",7,3,81,7,3,"Tuesday",64.6575342465753
"APPP60057544924","Male","C10003","A","C","2",6500,"B001","P","Y","S133","B",0,1e+05,5,"10",23,9,87,23,9,"Tuesday",71.2082191780822
"APPS90777701222","Male","C10005","A","A","4",4000,"B001","P","Y","S143","C",0,64000,5,"7",14,5,87,14,5,"Tuesday",70.8465753424658
"APPT80751662302","Male","C10310","C","A","4",3000,"","","Y","S159","B",0,20000,2,"7",6,7,63,6,7,"Tuesday",46.9753424657534
"APPX50389974718","Female","C10002","A","A","1",2000,"B003","G","Y","S122","B",0,20000,4,"4",18,9,88,18,9,"Tuesday",72.1972602739726
"APPY40447204826","Male","C10020","A","A","4",3200,"B012","G","Y","S133","C",0,49000,5,"4",6,8,86,6,8,"Tuesday",70.0767123287671
"APPB40754986145","Male","C10001","A","A","2",2433.5,"B001","P","Y","S133","B",520,20000,3,"4",26,12,85,26,12,"Tuesday",69.4657534246575
"APPC30811897212","Male","C10002","A","B","4",2140,"B004","P","Y","S133","C",0,31000,5,"4",17,8,93,17,8,"Tuesday",77.1123287671233
"APPE50633431434","Female","C10312","B","A","4",3000,"B003","G","Y","S161","B",1000,41000,5,"7",3,5,89,3,5,"Tuesday",72.8191780821918
"APPH80684984704","Male","C10046","C","A","4",2000,"B003","G","Y","S133","B",200,10000,1,"4",5,8,76,5,8,"Tuesday",60.0684931506849
"APPL80291494112","Female","C10002","A","B","2",7000,"B002","P","Y","S143","B",2649.9,50000,5,"10",5,12,89,5,12,"Wednesday",73.4082191780822
"APPR10258042702","Female","C10005","A","A","1",7000,"B002","P","Y","S143","B",1700,10000,1,"10",5,6,89,5,6,"Tuesday",72.9095890410959
"APPS60625821812","Male","C10009","B","A","4",1200,"B001","P","Y","S133","C",0,27000,5,"2",8,4,93,8,4,"Tuesday",76.7534246575343
"APPX20855544344","Male","C10015","C","A","4",2500,"B003","G","Y","S133","B",0,50000,5,"7",21,9,95,21,9,"Tuesday",79.2082191780822
